Market_Name,Product_Name,Price
Carrefour,Nescafe 2'si 1 Arada Sütlü Köpüklü 10 G,9.5
Migros,Davidoff Rich Aroma Çözünebilir Kahve 100 G,6.65
Migros,Davidoff Rich Aroma Filtre Kahve 250 G,16.73
Migros,Uludağ Doğal Maden Suyu 6X200 Ml,19.5
Carrefour,Uludağ Frutti Limon 6X200 Ml,69.9
Carrefour,Uludağ Frutti Elma 6X200 Ml,84.9
Carrefour,Yumoş Extra Konsantre Çamaşır Yumuşatıcısı Lilyum 1440 ML 60 Yıkama,44.03
Migros,Ace Ultra Powerjel Dağ Ferahlığı 3 Kg,23.5
Migros,"Ariel Dağ Esintisi 1,5 Kg AquaPudra Toz Çamaşır Deterjanı",17.5
Migros,Ariel 15 Yıkama Sıvı Çamaşır Deterjanı Dağ Esintisi Beyazlar İçin,19.5
Carrefour,Ariel 26 Yıkama Sıvı Çamaşır Deterjanı Dağ Esintisi Renkliler İçin,90.5
Carrefour,"Ariel Dağ Esintisi Renklilere Özel 1,5 kg AquaPudra Toz Çamaşır Deterjanı",54.9
Migros,Ariel 26 Yıkama Sıvı Çamaşır Deterjanı Dağ Esintisi Beyazlar İçin,57.25
Migros,Ariel 15 Yıkama Sıvı Çamaşır Deterjanı Dağ Esintisi Renkliler İçin,9.5
Migros,Yumoş Doğal Özler Konsantre Çamaşır Yumuşatıcısı Hassas Ciltler İçin 1200 ML 50 Yıkama,20.06
Migros,"Ariel OXI 1,2 Kg AquaPudra Toz Çamaşır Deterjanı",21.95
Migros,Alo Platinum 7 Kg Fairy Etkili Beyazlar Aquapudra Toz Deterjan,34.75
Migros,Alo Platinum 7 Kg Fairy Etkili Renkliler Aquapudra Toz Deterjan,87.5
Migros,Solo Tuvalet Kağıdı 32'li,14.9
Migros,Solo Havlu 6'lı,15.0
Carrefour,Selpak Havlu 6'lı,208.9
Migros,Familia Peçete 200'lü,35.95
Carrefour,Uni Baby Aktif Islak Mendil 72'li,18.5
Carrefour,Fairy 650 ml Sıvı Bulaşık Deterjanı Limon,79.5
Carrefour,Fairy 650 ml Sıvı Bulaşık Deterjanı Nar,28.9
Migros,Fairy 650 ml Sıvı Bulaşık Deterjanı Portakal,23.9
Migros,Fairy Hepsi Bir Arada 36 Yıkama Bulaşık Makinesi Deterjanı Kapsülü Limon Kokulu,62.9
Migros,Fairy Platinum Plus 60 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,39.9
Migros,Fairy 650 ml Sıvı Bulaşık Deterjanı Elma,3.45
Migros,Finish Quantum Max 22 Kapsül Bulaşık Makinesi Deterjanı,3.0
Migros,Fairy Platinum Plus 40 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,18.0
Migros,Fairy Platinum Plus 22 Yıkama Bulaşık Makinesi Deterjanı Kapsülü,18.0
Migros,Finish Quantum Max 40 Kapsül Bulaşık Makinesi Deterjanı,53.9
Migros,Finish Quantum Max 58 Kapsül Bulaşık Makinesi Deterjanı,2.95
Migros,"Dixi Yüzey Temizleyici Çam 2,5 L",2.5
Migros,Pronto Ahşap Yüzey Temizleyici Klasik 2.5L,99.9
Migros,Mr Muscle Jel Lavabo Açıcı 1L,40.9
Carrefour,Raid Hamam Böceği Yemi 6’lı Her Tablet ile 3 Ay Koruma,89.9
Migros,Pronto Ahşap Yüzey Temizleyici Portakal 2'li Paket 2x750ml,96.5
Migros,Pronto Mobilya Spreyi Klasik 300ml,8.45
Carrefour,Cif Ultra Hijyen Yüzey Temizlik Mendili 45'li,59.9
Carrefour,Pronto Ahşap Yüzey Temizleyici Klasik 750ml,97.9
Migros,Mr Muscle Kireç Sökücü Tuvalet Temizleyici Jel 750ml,20.0
Migros,Raid Karınca Yemi 2'li Her Tablet ile 3 Ay Koruma,11.95
Migros,Mr Muscle Klozet Jel Blok Tuvalet Temizleyici Marine 36g,20.0
Migros,Mr Muscle Advanced Power Mutfak Temizleyici Limon 750ml,47.9
Migros,Mr Muscle Advanced Power Banyo Temizleyici 750ml,9.0
Migros,Raid Elekro Likit 1 Yedek 45 Gece (Sivrisineklere Karşı),13.95
Migros,Mr Muscle Köpüren Jel Çamaşır Suyu Lavanta 750ml,9.5
Migros,Detan 60 Gece Elektrolikit Cihaz + Yedek,14.95
Migros,Parex Magic Sünger,4.4
Migros,Scotch Brite Yeşil Tırnak Koruyuculu Sünger 8'li,2.5
Migros,Scotch Brite Çilek Kokulu Temizlik Bezi 3'lü,28.95
Migros,Parex Tornado Temizlik Seti,13.95
Migros,Selpak Kağıt Bez,14.95
Migros,Scotch Brite Yeşil Klasik Sünger 8'li,14.95
Migros,Koroplast Mikrofiber Yağ - Kir Sökücü Mutfak Bezi,10.9
Migros,Parex Twister Temizlik Seti,16.75
Migros,Koroplast Mikrofiber Mutfak Bezi 2'li,10.35
Migros,Koroplast Mikrofiber Banyo Bezi 2'li,17.5
Migros,Parex Mikrofiber Etkin Yer Temizlik Sistemi Yedek,20.75
Migros,Parex Twister Mop Yedek,29.45
Migros,Parex Fışfış Bulaşık Fırçası,22.0
Carrefour,Koroplast Mikrofiber Cam Bezi,18.0
Carrefour,Koroplast Çok Amaçlı Mikrofiber Bez 2'li,20.75
Migros,Parex Süpürgeç Yer Temizlik Sistemi,32.5
Migros,Koroplast Ekstra Dayanıklı Çöp Torbası Battal Boy,13.5
Migros,Colgate 2-5 Yaş Ekstra Yumuşak Çocuk Diş Fırçası,26.95
Migros,Oral-B Diş Fırçası 3 Boyutlu Beyazlık 40 Orta 1 Alana 1 Bedava Paketi,25.9
Migros,Oral-B Pro-Expert Stages Çocuk Diş Macunu Frozen & Cars 75 ml (2 - 6 Yaş),29.5
Migros,Oral-B Pro 500 Şarj Edilebilir Diş Fırçası Cross Action,24.5
Migros,Oral-B Diş Fırçası Pro-Flex 3 Boyutlu Beyazlık Luxe 40 Orta,12.5
Carrefour,Difaş Pro-Clinic Seyahat Seti,54.9
Carrefour,Banat Acrobat Jr. Kum Saatli Diş Fırçası,55.9
Migros,Colgate 360 Gelişmiş 4 Yönlü Koruma Orta Diş Fırçası,46.5
Carrefour,Banat Acrobat Jr. Kum Saatli Diş Fırçası,57.5
Migros,Fixodent Professional Diş Protez Yapıştırıcı Krem 40 G,63.9
Migros,Oral-B Diş İpi Satin Tape 25 m,42.5
Carrefour,Signal Diş Fırçası Ergonomik ve Etkin Temizlik 38.6 GR 1+1,57.5
Migros,Colgate Total Gelişmiş Beyazlık Beyazlatıcı Diş Macunu 75 ml,75.9
Carrefour,L'Oreal Paris Elseve Dream Long Onarıcı Bakım Şampuanı 360ml,41.5
Carrefour,L'Oréal Paris Elseve Colorvive Renk Koruyucu Bakım Şampuanı 450 ml,55.5
Carrefour,L'Oreal Paris Elseve Dream Long Onarıcı Bakım Şampuanı 450 ml,99.9
Carrefour,L'Oréal Paris Elseve Hydra [Hyaluronic] Nemi Hapseden Saç Bakım Kremi 390ml,47.75
Carrefour,L'Oréal Paris Elseve 6 Mucizevi Yağ Besleyici Bakım Şampuanı 360 ml,135.9
Carrefour,L'Oréal Paris Elseve Dream Long Bye-Bye Makas Saç Bakım Kremi 200 ml,45.25
Carrefour,L'Oréal Paris Elseve Mucizevi Hindistan Cevizi Yağı Ağırlaştırmayan Besleyici Şampuan 450 ml,43.9
Carrefour,L'Oréal Paris Elseve Dream Long Uzun Saç Kurtarıcı Maske 300ml,79.9
Carrefour,L'Oréal Paris Elseve Colorvive Renk Koruyucu Bakım Şampuanı 360 ml,55.9
Carrefour,L'Oréal Paris Elseve Komple Direnç Dökülme Karşıtı Şampuan 360 ml,98.9
Carrefour,L'Oréal Paris Elseve Turunculaşma Karşıtı Mor Şampuan 200ml,131.9
Carrefour,L'Oréal Paris Elseve Turunculaşma Karşıtı Renk Düzeltici Mor Maske 150ml,124.5
Migros,L'Oréal Paris Elseve Hydra [Hyaluronic] 72 Saat Nem ile Dolgunlaştıran Maske 300ml,18.9
Carrefour,L'Oréal Paris Elseve Hydra [Hyaluronic] 72 Saat Nem ile Dolgunlaştıran Maske 300ml,114.9
Carrefour,Palette Göz Alıcı Renkler 7-0 Kumral,65.9
Carrefour,Koleston Naturals Saç Boyası 6/0 Koyu Kumral,75.9
Carrefour,Palette Kalıcı Doğal Renkler 7-5 Açık Karamel,32.5
Migros,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 7U Nude Kumral,21.9
Carrefour,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 10U Nude Açık Sarı,199.9
Migros,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 3U Nude Koyu Kahve,33.9
Migros,Koleston Set Saç Boyası 5/37 Kışkırtıcı Kahve,26.9
Carrefour,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 6U Nude Koyu Kumral,289.9
Carrefour,Palette Kalıcı Doğal Renkler 5-0 Açık Kahve,99.9
Carrefour,Palette Göz Alıcı Renkler 4-88 Koyu Kızıl,41.9
Carrefour,Palette Göz Alıcı Renkler 3-65 Çikolata Kahve,23.75
Carrefour,Koleston Naturals Saç Boyası 6/73 Ayışığı Kahvesi,183.5
Carrefour,Koleston Set Saç Boyası 3/4 Koyu Kestane,97.9
Carrefour,Koleston Naturals Saç Boyası 11/7 Vanilya Sarısı,97.9
Carrefour,Palette Deluxe Yoğun Renkler 7-36 Küllü Kestane,50.5
Migros,Palette Deluxe Yoğun Renkler 6-68 Karamel Kahve,27.5
Migros,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 8U Nude Koyu Sarı,39.9
Migros,Palette Deluxe Yoğun Renkler 7-36 Küllü Kestane,24.9
Migros,L’Oréal Paris Excellence Creme Nude Renkler Saç Boyası – 8U Nude Koyu Sarı,18.68
Carrefour,L'Oréal Paris Elseve Hydra [Hyaluronic] Nem Dolduran Şampuan 390ml,49.9
Migros,Koleston Naturals Saç Boyası 8/0 Açık Kumral,17.9
Migros,Palette Göz Alıcı Renkler 7-77 Yoğun Bakır,13.43
Migros,Le Petit Marseillais Kayısı Ve Fındık Duş Jeli 650 Ml,17.5
Carrefour,Balmy Çilek Sabunlu Banyo Lifi,49.9
Migros,Old Spice Duş Jeli 400 ml Booster,16.9
Migros,Le Petit Marseillais Duş Jeli Elma 400 Ml,41.93
Carrefour,Orkid Ultra Extra Hijyenik Ped Uzun Süper Ekonomik Paket 22 Ped,62.5
Carrefour,Kotex Günlük Ped Normal 34'lü,60.9
Migros,Orkid Platinum Hijyenik Ped Gece Süper Ekonomik Paket 16 Ped,46.43
Carrefour,Orkid Platinum Hijyenik Ped Uzun Tekli Paket 7 Ped,33.5
Migros,Orkid Günlük Ped Günlük Koruma Dev Ekonomi Paketi 48 Ped (Tekli Paketlerde),40.0
Migros,Orkid Günlük Ped Normal Dev Ekonomi Paketi 80 Ped,36.9
Carrefour,Orkid Ultra Extra Hijyenik Ped Uzun Tekli Paket 7 Ped,24.25
Migros,Orkid Günlük Ped Normal Ekonomik Paket 40 Ped,37.5
Migros,Orkid Günlük Ped Deofresh Normal Ekonomik Paket 40 Ped,33.5
Carrefour,Orkid Platinum Hijyenik Ped Gece Tekli Paket 6 Ped,115.92
Carrefour,Kotex İnce Günlük Parfümlü 18'li,40.75
Carrefour,Garnier Nem Bombası Yorgunluk Karşıtı Kağıt Yüz Maskesi,44.9
Migros,Garnier Süt Bombası Besleyici Kağıt Yüz Maskesi Hindistan Cevizi,31.25
Carrefour,Garnier Süt Bombası Besleyici Kağıt Yüz Maskesi Badem Sütü,59.9
Migros,Garnier Saf & Temiz Siyah Nokta Karşıtı Kömürlü Temizleme Jeli 200 ml,10.14
Migros,L'Oréal Paris Yaş Uzmanı 60+ Kırışıklık Karşıtı Besleyici Krem,44.9
Carrefour,Garnier C Vitamini Yorgunluk Karşıtı Ampul Kağıt Yüz Maskesi,58.5
Migros,Garnier Hyaluronik Gül Jel-Krem - Parlak ve Yatışmış Bir Cilt İçin Günlük Bakım Kremi,43.5
Migros,Garnier C Vitamini Parlak Günlük Nemlendirici Jel 50ml,42.5
Migros,L'Oréal Paris Revitalift Lazer X3 7 Günlük Kür Peeling Etkili Ampul,99.5
Migros,L'Oréal Paris Revitalift %5 Saf Glikolik Asit Peeling Etkili Tonik 180ml,38.7
Migros,Garnier C Vitamini Parlaklık Verici Kağıt Yüz Maskesi,25.9
Migros,Garnier Niasinamid Detoks Etkili Ampul Kağıt Yüz Maskesi,15.54
Migros,Garnier Hyaluronik Asit Sıkılaştırıcı Ampul Kağıt Yüz Maskesi,20.95
Migros,L'Oréal Paris Revitalift Lazer X3 7 Günlük Kür Peeling Etkili Ampul,79.9
Carrefour,Garnier Saf & Temiz Siyah Nokta Karşıtı Kömürlü Peeling 150 ml,699.9
Migros,L'Oréal Paris Infaillible Gel Crayon Göz Kalemi 01 Back to Black - Siyah,99.9
Carrefour,Golden Rose Color Expert Nail Lacquer No:08,119.9
Migros,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 330 Innovator- Kırmızı,42.9
Migros,Maybelline New York Superstay Active Wear Fondöten- 28 Soft Beige,29.9
Migros,Maybelline New York Superstay Active Wear Fondöten- 03 True Ivory,52.9
Carrefour,Maybelline New York Superstay 24H Pudra - 21 Nude,749.9
Migros,Maybelline New York Fit Me Matte+Poreless Fondöten - 220 Natural Beige,99.9
Migros,Maybelline New York Fit Me Matte+Poreless Fondöten - 220 Natural Beige,8.5
Migros,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 335 Hustler- Kırmızı,64.9
Migros,Maybelline New York Falsies Lash Lift Ultra Siyah Maskara,84.9
Carrefour,Garnier Micellar C Vitamini Kusursuz Makyaj Temizleme Suyu 400ml,114.9
Carrefour,Golden Rose Color Expert Nail Lacquer No:06,54.9
Carrefour,Golden Rose Color Expert Nail Lacquer No:09,38.43
Carrefour,Golden Rose Color Expert Nail Lacquer No:07,69.5
Migros,Maybelline New York Fit Me Matte+Poreless Fondöten - 112 Soft Beige,57.9
Migros,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 320 Individualist- Kırmızı,39.9
Migros,Maybelline New York Color Sensational Dudak Kalemi - 50 Dusty Rose (Nude Pembe),39.9
Migros,Maybelline New York Superstay Active Wear Fondöten- 21 Nude Beige,53.9
Migros,Maybelline New York Superstay Active Wear Fondöten- 30 Sand,48.75
Carrefour,L'Oréal Paris True Match Pudra 3.R/3.C Rose Beige,147.5
Migros,Maybelline New York Color Sensational Ruj - 745 Wooden Brown - Nude,8.9
Migros,Maybelline New York Superstay Active Wear Fondöten- 40 Fawn,54.9
Migros,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 320 Individualist- Kırmızı,125.9
Migros,L'Oréal Paris True Match Pudra 3.R/3.C Rose Beige,32.94
Carrefour,Maybelline New York Color Sensational Ruj - 745 Wooden Brown - Nude,144.9
Migros,Maybelline New York Superstay Active Wear Fondöten- 40 Fawn,71.95
Migros,Maybelline New York Brow Satin Çift Taraflı Kaş Kalemi - 01 Açık Ton,44.95
Migros,L'Oréal Paris Color Riche Saten Bitişli Ruj 163 Orange Magique - Turuncu,4.9
Migros,Maybelline New York Color Sensational Ruj - 630 Velvet Beige - Nude Pembe,45.9
Carrefour,Maybelline New York Color Tattoo 24HR Krem Göz Farı - 65 Pink Gold - Metalik Pembe,107.9
Migros,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 50 Voyager - Bordo,57.33
Carrefour,Maybelline New York Fit Me Allık - 30 Rose,118.98
Migros,Maybelline New York Superstay Active Wear Fondöten- 02 Naked Ivory,89.9
Migros,Maybelline New York Superstay Active Wear Fondöten- 07 Classic Nude,89.9
Migros,Maybelline New York Lash Sensational Sky High Maskara,74.9
Carrefour,Golden Rose Color Expert Nail Lacquer No:102,49.9
Carrefour,Golden Rose Color Expert Nail Lacquer No:106,34.93
Carrefour,Golden Rose Color Expert Nail Lacquer No:04,130.0
Migros,Maybelline New York Fit Me Matte+Poreless Fondöten - 104 Soft Ivory,146.94
Carrefour,Gillette Tıraş Köpüğü 300 ml,67.43
Carrefour,Gillette Tıraş Köpüğü Normal 200 ml,89.9
Carrefour,Gillette Tıraş Köpüğü Normal 200 ml,72.45
Migros,Gillette Series Tıraş Jeli Nemlendirici 200 ml,55.9
Carrefour,İpek Hidrofil Pamuk 100 G,79.9
Carrefour,Canped Mesane Pedi Yoğun 10'lu,62.9
Carrefour,İpek Hidrofil Pamuk 250 G,61.9
Migros,Durex Intense 20'li,189.9
Migros,Durex Intense 20'li,132.93
Migros,Canped Mesane Pedi Normal 10'lu,35.9
Carrefour,Balmy Tırnak Makası Büyük Boy,68.94
Carrefour,Nature's Supreme Biotin 2500 Mcg 60 Kapsül,132.93
Carrefour,One Up C Vitamini 1000 Mg 30 Tablet,149.9
Carrefour,One Up C Vitamini 1000 Mg 30 Tablet,149.9
Migros,Nature's Supreme Sambucus Nigra 20 Efervesan Tablet,44.5
Migros,Nature's Supreme Omega 3 1000 Mg 30 Kapsül,33.38
Migros,Nature's Supreme Vitamin C + Zinc 20 Efervesan Tablet,41.9
Migros,Natures Supreme Beauty Collagen 30 Tablet,16.9
Carrefour,Balmy Tırnak Makası Orta Boy,127.25
Migros,Okey Nirvana Sens 8'li,79.9
Carrefour,Getwell Haftalık İlaç Kutusu,35.96
Carrefour,Okey Zero Kayganlaştırıcı Jel 100 ml,81.9
Carrefour,Dove Kadın Sprey Deodorant Antiperspirant Original 150 ML,45.38
Carrefour,Veet Ağda Bandı Hassas Ciltler İçin 12'li,99.9
Carrefour,Veet Ağda Bandı Normal Ciltler İçin 12'li,114.9
Migros,Balmy Cımbız Dar Uç,22.5
Carrefour,Balmy Cımbız Yan Uç,53.25
Carrefour,Hipp Organik Kayısı Püresi 125 G,96.0
Carrefour,Hipp Organik Erik Püresi 125 G,127.45
Migros,Aptamil 2 Devam Sütü 350 G 6-9 Ay Akıllı Kutu,45.5
Carrefour,Hipp Organik Bebek Bisküvisi 180 G,129.9
Migros,Aptamil 1 Bebek Sütü 800 G 0-6 Ay Akıllı Kutu,98.9
Carrefour,Hipp Organik Elma Püresi 125 G,44.9
Carrefour,Arılac 7 Tahıllı Gece Kaşık Maması 200 G,44.9
Migros,Aptamil 3 Devam Sütü 350 G 9-12 Ay Akıllı Kutu,84.9
Migros,Sebamed Bebe Kompakt 100 G,61.25
Carrefour,BRITA MAXTRA+ Yedek Su Filtresi - Tekli,107.9
Migros,BRITA MAXTRA+ Yedek Su Filtresi - İkili,43.75
Migros,BRITA Marella XL Filtreli Su Arıtma Sürahisi - Mavi,99.9
Migros,Dynamic Fullface Yüzücü Maskesi,59.9
Migros,Umet Şipşak Mangal,51.9
Carrefour,Gojo Buz Kazıyıcı,33.9
Carrefour,Gojo Lastik Parlatma Süngeri,107.9
Carrefour,Gojo Oto Yıkama Süngeri,109.9
